SAO_number  RA2000  Dec2000  Mag  Type1  Type2  Arcsec
058569  5.916393  +31.7016  5.80  A  3  320159.03
137395  10.18213  -8.41842  5.80  K  0  545608.90
170892  5.831529  -22.9716  5.80  A  2  315624.36
178367  10.07245  -24.2851  5.80  F  0  514546.27
155704  10.06742  -18.1018  5.80  A  0  526485.01
121152  15.73372  +2.51518  5.80  G  5  446241.26
088330  20.19667  +26.8084  5.80  K  2  219449.87
150739  5.722677  -18.5579  5.80  B  9  309804.19
069701  20.25657  +33.7295  5.80  G  5  224652.62
013570  5.707340  +65.6972  5.80  K  0  317501.37
217450  5.645426  -40.7076  5.80  B  8  309494.66
227392  16.90740  -42.4783  5.80  F  5  367236.58
049438  20.30196  +40.7328  5.80  B  2  232425.66
132375  5.624272  -5.93821  5.80  B  1  303820.25
253297  15.79827  -65.4422  5.80  A  5  371131.00
165849  23.73044  -15.2849  5.80  M  6  56872.48
073656  23.99147  +33.7248  5.80  F  8  121409.26
195952  5.552044  -35.1390  5.80  K  0  304233.81
088664  20.42792  +21.4097  5.80  K  0  203206.71
217382  5.526688  -45.9256  5.80  K  2  306244.68
258861  20.55497  -80.9641  5.80  K  0  303881.42
237418  9.853339  -59.4257  5.80  K  2  415779.57
094596  5.507250  +15.3601  5.80  A  2  298347.00
163665  20.53999  -9.85342  5.80  G  5  189219.80
258864  20.63858  -81.2880  5.80  K  5  304065.30
013518  5.502835  +63.0675  5.80  K  5  311867.16
150442  5.433289  -19.6957  5.80  F  5  295199.74
184897  17.00268  -24.9897  5.80  F  0  372714.77
239999  12.49839  -56.5240  5.80  M  0  443353.77
195807  5.389985  -39.6782  5.80  M  0  298691.62
132053  5.388473  -8.41590  5.80  A  0  291336.46
170311  5.323259  -27.3681  5.80  A  0  291582.48
057816  5.271734  +34.3113  5.80  B  0  291580.32
195683  5.241347  -35.9776  5.80  K  0  290922.91
112556  5.245564  +5.15626  5.80  K  0  283427.53
005483  5.303693  +73.2684  5.80  A  0  313229.99
212345  20.68980  -31.5983  5.80  M  0  203521.17
053820  0.340126  +30.9356  5.80  B  8  112725.21
224080  13.34933  -46.8804  5.80  K  0  467603.73
150206  5.189672  -11.8497  5.90  M  B  281188.53
081270  10.28731  +23.1066  5.90  F  5  525536.99
146160  22.56745  -1.57420  5.90  K  0  77554.70
163168  19.99640  -9.95825  5.90  F  8  217975.24
075391  2.480133  +29.9316  5.90  G  0  166854.66
057047  4.183060  +33.5860  5.90  K  0  243267.84
131005  4.179911  -8.81960  5.90  K  0  226972.42
231532  23.27760  -44.4893  5.90  K  0  163869.95
075407  2.508982  +25.2346  5.90  F  5  159287.58
055650  2.547900  +34.5426  5.90  G  5  178822.90
138710  12.31111  -0.78717  5.90  A  3  630959.18
193763  2.551954  -34.650  5.90  K  0  179194.75
235252  7.508594  -54.3988  5.90  K  5  370595.25
142692  18.84957  -9.77419  5.90  F  0  278800.02
235239  7.499898  -52.6501  5.90  G  5  372324.62
244338  17.00172  -54.5969  5.90  A  2  354991.71
152943  7.489406  -14.9992  5.90  F  8  401547.91
243654  16.34037  -55.1398  5.90  K  0  374120.29
128335  23.69908  +7.25053  5.90  A  0  30723.55
119580  12.77294  +9.53994  5.90  K  0  594098.70
118735  11.23387  +8.06079  5.90  K  0  597577.29
203621  12.60031  -39.8692  5.90  A  0  501450.85
223527  12.57847  -44.6739  5.90  G  5  484802.42
157211  12.32721  -19.2558  5.90  M  6  576545.94
117718  9.474763  +8.18823  5.90  K  0  508956.28
055684  2.594101  +37.3129  5.90  K  0  186358.98
152909  7.464344  -11.5560  5.90  F  5  401390.95
110636  2.601347  +6.88690  5.90  K  0  142299.42
238878  11.22754  -53.2312  5.90  K  2  453242.77
079391  7.448969  +20.2577  5.90  F  0  397182.64
173697  7.423650  -25.2176  5.90  B  9  393244.89
173691  7.422202  -21.9822  5.90  A  5  394973.49
253827  17.22152  -67.1967  5.90  K  0  340195.86
184892  16.99931  -25.0921  5.90  M  0  372833.19
101642  15.60818  +16.1183  5.90  F  0  447354.26
055705  2.615875  +38.7327  5.90  F  5  190187.58
026333  7.415884  +51.8870  5.90  K  2  370510.54
187468  18.93355  -23.1735  5.90  B  8  277730.44
127529  22.44379  +4.39373  5.90  G  0  85431.93
131852  5.188648  -2.49066  5.90  F  2  280228.80
058028  5.446907  +34.3915  5.90  A  0  299381.54
047913  18.91300  +48.8592  5.90  F  5  291738.00
081260  10.27563  +23.5039  5.90  G  0  524180.55
130047  2.670089  -9.45303  5.90  F  5  147485.54
217325  5.415424  -44.2251  5.90  K  0  301422.43
165044  22.40753  -13.5292  5.90  G  5  98121.16
146067  22.40197  -4.83688  5.90  A  0  87933.84
192980  1.212613  -37.8568  5.90  A  5  149044.45
029655  15.77638  +55.4747  5.90  K  2  389365.87
193873  2.701814  -38.3837  5.90  G  5  192345.22
024563  4.364393  +56.5060  5.90  A  2  276312.01
000433  2.796567  +81.4482  5.90  K  0  301141.71
112206  4.914072  +0.46746  5.90  B  5  265362.24
094986  5.915742  +19.7493  5.90  B  2  319718.03
102724  17.30139  +17.3175  5.90  A  0  359997.28
220937  9.192562  -46.5839  5.90  B  3  434356.83
075588  2.812755  +25.1885  5.90  A  0  172431.36
150420  5.417102  -10.3291  5.90  K  5  293037.73
057444  4.821954  +32.5886  5.90  A  3  270653.87
105635  20.06834  +17.0705  5.90  G  0  217730.22
104303  18.97960  +13.9069  5.90  A  3  272680.35
203250  12.22367  -38.9293  5.90  B  3  507418.13
079221  7.265879  +27.8975  5.90  M  0  384162.80
122056  17.08803  +0.70243  5.90  G  0  373242.68
222538  11.07535  -47.6783  5.90  A  5  470943.97
111756  4.344788  +6.13068  5.90  G  5  235163.73
222485  10.99986  -43.8076  5.90  B  9  483094.38
254446  19.05820  -68.7559  5.90  G  0  303522.94
173244  7.226748  -27.3568  5.90  B  3  382615.45
184369  16.41106  -29.7041  5.90  G  0  397973.36
052881  23.30648  +41.7733  5.90  A  3  154142.46
193965  2.892863  -38.4361  5.90  F  2  199103.07
173193  7.203380  -25.9423  5.90  B  3  382243.68
093189  2.930138  +18.3314  5.90  M  B  168808.27
075662  2.968119  +20.6689  5.90  F  0  173364.48
066054  17.44614  +34.6955  5.90  B  9  348562.60
118164  10.21346  +4.61462  5.90  K  0  550209.72
056067  3.003278  +38.1317  5.90  B  9  202460.68
184381  16.42647  -23.4461  5.90  B  5  401588.59
057988  5.410692  +31.1436  5.90  B  9  296793.07
006792  9.264618  +72.9462  5.90  A  2  370012.57
155739  10.11939  -17.1417  5.90  K  2  530496.21
084641  16.84410  +29.8065  5.90  K  5  377948.67
150029  4.962421  -14.2313  5.90  B  3  269732.09
169368  4.358691  -25.7288  5.90  F  0  244647.79
162177  19.09471  -15.6604  5.90  A  0  267135.79
218465  7.118629  -40.8934  5.90  B  9  369377.87
010962  0.085044  +61.3142  5.90  B  9  220758.79
230667  21.40688  -41.0068  5.90  A  0  194519.52
114947  7.130405  +7.47113  5.90  K  0  384508.43
163975  20.91320  -17.9227  5.90  K  0  176047.71
130243  3.019444  -7.66292  5.90  G  5  164865.38
075693  3.031702  +26.4622  5.90  A  2  184017.77
162201  19.11457  -16.2287  5.90  B  8  266280.55
168238  3.027111  -28.0913  5.90  G  5  186228.82
113179  5.834055  +9.87114  5.90  G  5  315171.96
079042  7.088430  +22.6376  5.90  A  0  378135.54
134133  7.068111  -5.32375  5.90  K  0  381422.86
114835  7.054972  +9.13832  5.90  A  2  380226.73
183646  15.63784  -21.0168  5.90  K  0  441948.43
185417  17.46044  -29.7242  5.90  B  9  349282.33
062310  10.91619  +34.0348  5.90  K  0  513749.85
102434  16.86491  +14.9418  5.90  M  6  383159.73
096403  7.038176  +15.3363  5.90  K  0  378017.52
229531  19.16602  -41.8926  5.90  B  5  277458.64
098755  9.773140  +11.8098  5.90  K  5  521281.47
077578  5.806224  +20.8695  5.90  B  9  314223.23
096363  7.004384  +16.0784  5.90  K  2  376067.96
031413  19.14040  +52.4254  5.90  K  0  286799.11
163337  20.20716  -12.6172  5.90  F  5  208043.68
220965  9.226257  -47.3389  5.90  B  9  433600.96
187835  19.22044  -25.9060  5.90  K  0  264917.11
053202  23.62556  +44.4295  5.90  B  9  160952.80
086930  19.21014  +21.5543  5.90  A  0  263362.06
150326  5.314005  -18.1307  5.90  G  0  288814.06
088339  20.20025  +26.4784  5.90  B  8  218954.18
220972  9.235574  -44.1464  5.90  B  5  441098.79
207688  16.47078  -37.1793  5.90  K  0  389128.73
096294  6.940483  +9.95633  5.90  B  8  374005.96
093320  3.177466  +11.8722  5.90  B  9  175568.58
208670  17.31582  -34.9890  5.90  K  2  354211.33
180850  12.50488  -23.6960  5.90  K  5  558681.95
107712  22.17710  +11.6240  5.90  K  5  106327.96
050761  21.36670  +49.3891  5.90  K  0  215457.20
139086  12.99439  -3.81199  5.90  A  0  592619.84
216209  3.207153  -44.4199  5.90  F  2  221455.62
045497  15.34489  +44.4343  5.90  F  0  421973.85
076585  4.392338  +20.9821  5.90  B  8  243268.91
147451  0.795359  -18.0612  5.90  K  0  77528.84
091669  0.036172  +27.0828  5.90  G  0  97513.67
113124  5.781147  +9.52233  5.90  G  5  312344.92
002859  17.32691  +80.1367  5.90  K  2  330194.66
007532  12.25232  +70.2005  5.90  K  0  395117.26
203424  12.39583  -38.9113  5.90  B  9  506555.17
094848  5.779300  +15.8226  5.90  B  8  312534.52
151992  6.839415  -17.0848  5.90  K  0  367297.82
201766  10.80399  -31.6886  5.90  A  0  518584.81
096179  6.840412  +13.4133  5.90  K  0  368124.78
023903  3.263325  +57.1404  5.90  A  0  248852.10
013460  5.339612  +62.6538  5.90  K  2  307683.19
024671  4.533831  +53.9106  5.90  B  1  278123.15
258769  17.52423  -80.8593  5.90  M  3  328070.89
256331  6.748947  -70.4339  5.90  K  2  337467.05
015273  10.74403  +68.7752  5.90  M  4  396132.56
075863  3.332165  +27.0717  5.90  G  5  198252.48
170715  5.703862  -22.3737  5.90  A  2  309214.76
184754  16.89035  -20.4156  5.90  G  5  380059.36
147622  1.129509  -9.78556  5.90  F  2  70176.34
197171  6.756345  -31.7930  5.90  F  8  358650.46
076802  4.879769  +27.8976  5.90  F  2  270709.46
040214  5.304411  +42.7928  5.90  M  B  296507.14
081129  9.993404  +29.6456  5.90  K  0  499523.51
172102  6.660077  -23.6953  5.90  A  0  356612.80
188079  19.40831  -27.8655  5.90  B  3  257113.63
015260  10.69670  +68.4431  5.90  K  0  396927.21
095963  6.663224  +12.9835  5.90  A  2  358889.42
049395  20.26685  +45.5798  5.90  F  5  241046.85
015871  12.69274  +62.7136  5.90  A  0  420491.74
091995  0.613144  +15.2319  5.90  B  3  63851.59
106347  20.65136  +15.8386  5.90  B  2  187260.26
151737  6.643170  -16.8733  5.90  A  0  357222.66
090214  22.08644  +26.6735  5.90  K  0  138211.94
156124  10.64738  -12.4438  5.90  A  0  562809.06
024672  4.533833  +53.9105  5.90  B  1  278123.32
128427  23.86603  +2.93032  5.90  K  2  12788.82
132405  5.643844  -6.57377  5.90  B  3  304894.33
075915  3.407254  +20.8033  5.90  B  9  194622.84
232099  0.592625  -54.8211  5.90  K  0  199099.76
038817  3.432625  +49.1201  5.90  B  5  237425.53
244401  17.07351  -57.7120  5.90  B  3  350536.38
195085  4.511204  -35.6538  5.90  K  0  259258.27
159572  15.91671  -19.3836  5.90  B  5  429472.20
131279  4.543719  -3.20924  5.90  B  9  245490.18
156095  10.60896  -12.2303  5.90  F  8  561431.91
124661  19.47247  +2.93037  5.90  B  9  244597.47
200889  9.943185  -33.4186  5.90  K  0  488775.80
070323  20.64983  +30.3345  5.90  K  0  203416.52
127239  22.01923  +8.25710  5.90  K  2  110650.75
088959  20.65293  +21.8170  5.90  A  0  192763.30
101712  15.74500  +17.2642  5.90  A  0  439601.83
139308  13.38855  -4.92432  5.90  K  0  571040.16
148972  3.466924  -11.2861  5.90  K  0  190312.31
257993  22.05095  -76.1182  5.90  F  2  280494.80
013196  4.606705  +64.2610  5.90  A  0  291917.35
005919  6.674689  +77.9956  5.90  K  0  331539.64
122346  17.39932  +8.85266  5.90  K  2  356045.82
118001  9.940549  +8.93304  5.90  K  0  532675.98
109087  0.249676  +8.82099  5.90  F  0  34478.16
246151  19.54822  -53.1855  5.90  A  5  274796.13
250529  9.297724  -67.0507  5.90  K  0  386056.78
165915  23.84253  -14.4016  5.90  K  0  52524.41
229741  19.55609  -45.2711  5.90  A  0  265717.84
019742  21.92528  +65.3205  5.90  B  2  248604.05
224032  13.28716  -43.9797  5.90  A  3  477988.81
229746  19.56894  -40.0342  5.90  A  2  259911.93
233886  5.231460  -52.0309  5.90  K  5  298574.64
249054  4.559447  -62.8233  5.90  K  0  289141.72
237483  9.914241  -50.2439  5.90  A  0  443264.31
009959  21.09147  +78.1260  5.90  B  9  293165.98
251996  12.70146  -69.4077  5.90  G  5  396830.93
151546  6.477016  -17.4661  5.90  G  5  348565.56
145731  21.90284  -4.27607  5.90  K  0  114179.47
128843  0.592435  -0.50567  5.90  F  8  32042.95
017130  16.54044  +60.8236  5.90  A  0  361704.43
255101  21.91984  -61.8864  5.90  F  0  238429.95
068552  19.59674  +36.9449  5.90  B  9  255843.50
255663  0.357970  -77.4263  5.90  K  0  278938.39
162816  19.61768  -18.2318  5.90  K  0  241293.38
258395  4.980782  -82.4702  5.90  K  0  316871.83
075999  3.574067  +24.4644  5.90  A  2  206338.96
073535  23.82803  +36.4255  5.90  G  5  131413.61
102564  17.06092  +13.6052  5.90  A  0  373259.67
217922  6.428788  -48.1771  5.90  B  9  339422.01
130628  3.641444  -7.39165  5.90  G  5  197852.37
236837  9.311739  -51.5600  5.90  B  8  425852.72
062076  10.50171  +38.9259  5.90  A  2  489465.49
221592  9.904882  -45.2832  5.90  B  5  456830.26
133229  6.421220  -0.94608  5.90  F  8  346743.18
031850  19.64478  +54.9738  5.90  F  5  274098.17
165880  23.78774  -11.9103  5.90  K  0  44363.20
049531  20.36810  +45.7952  5.90  K  0  237968.53
141269  16.60592  -2.32460  5.90  K  0  399213.38
234475  6.393800  -52.1814  5.90  G  5  337024.76
160915  17.93862  -15.8124  5.90  A  0  327189.66
183099  15.03510  -28.0602  5.90  A  5  461470.29
120798  15.03026  -0.14060  5.90  K  0  484365.50
258717  15.18560  -84.7876  5.90  A  0  336598.73
018826  20.35316  +63.9805  5.90  K  5  271139.80
108463  23.22403  +11.0656  5.90  K  0  57625.67
091522  23.82760  +28.8428  5.90  A  3  104213.38
016574  15.02410  +60.2047  5.90  A  2  397563.87
082993  13.77871  +25.7021  5.90  F  5  517038.46
126518  21.07624  +5.50273  5.90  K  2  158866.89
206079  14.91050  -33.3001  5.90  K  0  457940.52
224489  13.86319  -46.8999  5.90  B  3  457662.26
002940  17.51334  +86.9689  5.90  A  3  325386.30
082905  13.61648  +24.6135  5.90  M  0  525565.37
155091  9.325899  -15.8341  5.90  K  0  494540.29
028191  11.93285  +56.5983  5.90  K  0  444224.18
224514  13.89913  -47.1283  5.90  B  3  456213.03
223471  12.49945  -41.7368  5.90  M  B  495787.11
085468  17.84673  +22.3167  5.90  A  3  331654.23
076159  3.765119  +24.5541  5.90  B  8  215444.38
068730  19.71237  +32.4268  5.90  A  2  246744.05
029600  15.64283  +50.4231  5.90  G  5  401882.83
121315  16.01419  +4.42749  5.90  K  0  430881.07
189667  20.76949  -21.5138  5.90  A  0  186859.73
035361  23.37566  +60.1336  5.90  K  5  218055.48
099800  11.81075  +14.2841  5.90  A  5  595591.89
176131  8.591320  -26.8435  5.90  A  2  446583.39
182857  14.76856  -23.1524  5.90  K  0  480594.23
225178  14.77473  -47.4417  5.90  A  0  433337.09
083685  15.14327  +25.1085  5.90  K  0  460846.70
224555  13.93876  -46.5923  5.90  K  0  456873.46
183237  15.17185  -26.3325  5.90  K  0  457917.88
092326  1.235468  +16.1335  5.90  B  8  87779.26
157987  13.53413  -18.7282  5.90  A  3  542358.98
120185  13.94103  +1.05050  5.90  A  3  543119.52
119905  13.36933  +5.15468  5.90  A  0  571858.82
021457  0.505531  +59.9779  5.90  B  9  216959.46
120228  14.02231  +8.89523  5.90  A  2  534625.60
241403  14.05729  -56.2133  5.90  K  0  426649.36
065049  16.05537  +36.6314  5.90  +  +  406888.38
183914  15.91095  -25.2435  5.90  B  8  425012.95
256116  4.639205  -77.6555  5.90  K  0  308606.15
016754  15.51547  +64.2088  5.90  G  5  378993.33
047121  17.99891  +45.5017  5.90  K  2  324040.89
029737  15.98455  +49.8816  5.90  F  0  392155.80
252678  14.27741  -66.5870  5.90  B  2  393101.72
219982  8.485462  -44.1609  5.90  B  3  416724.51
251501  11.63011  -67.6204  5.90  K  0  404168.66
145065  21.06799  -5.82301  5.90  F  5  159428.79
097843  8.477038  +14.2101  5.90  A  2  453017.70
016794  15.62756  +69.2831  5.90  K  0  366767.31
186204  18.06454  -24.3604  5.90  O  E  320823.65
159280  15.47090  -16.7165  5.90  K  0  453858.14
159307  15.51126  -16.6092  5.90  K  0  451907.41
258632  12.03892  -85.6318  5.90  K  2  339725.70
168820  3.774276  -29.3375  5.90  A  2  220803.44
154244  8.432105  -14.9296  5.90  A  2  450230.65
209710  18.10658  -36.0199  5.90  G  5  319344.73
018508  19.73843  +69.3374  5.90  A  0  291875.41
099136  10.46080  +9.76255  5.90  A  0  558135.47
142085  18.10422  -4.75121  5.90  K  0  318391.92
184113  16.10173  -23.6065  5.90  B  8  417252.67
131451  4.734807  -8.50366  5.90  B  5  256458.62
116747  8.426548  +2.10191  5.90  K  0  454931.07
066626  18.09718  +32.2303  5.90  K  0  319564.60
045145  14.63682  +43.6426  5.90  K  0  446098.34
182433  14.31689  -25.8150  5.90  F  5  495715.88
202622  11.60971  -33.5704  5.90  K  0  525536.19
024231  3.805081  +50.7367  5.90  B  8  251568.04
245065  17.84111  -53.6126  5.90  B  3  329086.79
235933  8.382010  -52.1242  5.90  B  9  399636.02
175709  8.380538  -26.3489  5.90  F  0  437526.19
097781  8.389394  +18.3328  5.90  F  0  445562.16
074373  0.932929  +27.2097  5.90  A  2  109262.85
085753  18.13040  +26.1011  5.90  A  3  317675.27
064701  15.43818  +34.3354  5.90  K  0  435162.19
257571  18.20963  -73.6716  5.90  F  5  320819.19
083440  14.61994  +26.7364  5.90  M  4  481386.64
205751  14.61223  -40.2119  5.90  B  8  454658.85
154159  8.365151  -17.5861  5.90  K  0  444926.29
227058  16.69457  -49.6516  5.90  B  1  369117.19
045121  14.57767  +49.3683  5.90  K  5  434020.56
083394  14.53894  +26.6774  5.90  A  2  484897.34
080113  8.342259  +24.0223  5.90  A  0  438161.75
228778  18.18480  -41.3592  5.90  A  5  316508.12
241691  14.39672  -53.1766  5.90  K  0  428487.77
066703  18.16631  +36.4665  5.90  G  5  316775.25
080112  8.339161  +20.7478  5.90  G  5  441060.88
030784  18.17546  +54.2868  5.90  K  0  318470.28
026784  8.340585  +57.7433  5.90  F  2  388353.03
066733  18.19589  +33.4460  5.90  A  2  315176.45
241793  14.55835  -52.6794  5.90  K  0  426162.46
011557  1.072102  +61.5807  5.90  F  8  226032.60
231642  23.52417  -44.8438  5.90  K  0  163037.75
224929  14.45332  -46.1348  5.90  A  3  445327.66
066765  18.21796  +38.7730  5.90  A  0  314824.70
039128  3.818944  +43.9631  5.90  F  0  241581.98
011551  1.060263  +61.0756  5.90  F  0  224208.34
049899  20.65929  +40.5794  5.90  B  8  219066.52
108443  23.17854  +17.5944  5.90  K  5  76924.25
052761  23.17421  +43.5446  5.90  F  5  161748.53
151294  6.268805  -16.6172  5.90  B  5  337908.36
207930  16.69593  -33.1460  5.90  G  0  382605.88
076250  3.831950  +22.2449  5.90  B  9  216572.56
026732  8.230605  +56.4524  5.90  K  0  387861.95
121383  16.14112  +8.53427  5.90  M  B  423172.83
219565  8.186418  -48.4620  5.90  B  3  399779.30
206763  15.56702  -40.0665  5.90  M  0  421468.45
166066  0.129657  -22.5089  5.90  A  0  81318.24
164612  21.73358  -14.7493  5.90  A  5  132126.58
137557  10.42890  -7.06014  5.90  K  5  559646.13
191674  23.13917  -28.8231  5.90  K  0  112879.56
039175  3.894085  +48.6506  5.90  K  0  251112.52
219493  8.152653  -48.6841  5.90  B  8  398345.53
163783  20.67561  -16.1249  5.90  K  0  186261.77
064667  15.37702  +39.5812  5.90  K  5  429299.86
135505  8.107627  -9.24496  5.90  A  0  436166.36
091022  23.12465  +21.1341  5.90  A  5  88995.98
091278  23.46122  +25.1673  5.90  A  0  94868.09
170050  5.087827  -26.1522  5.90  K  0  279868.27
251451  11.53889  -66.9628  5.90  K  0  406298.41
121790  16.69517  +1.18125  5.90  F  0  394447.71
198714  8.027049  -37.2830  5.90  A  2  409487.86
235680  8.013880  -54.1515  5.90  B  8  385694.90
129371  1.561906  -7.02534  5.90  G  0  87847.83
253903  17.40028  -62.8649  5.90  B  3  338722.50
103648  18.37641  +12.0285  5.90  A  0  304117.69
097485  8.025086  +16.4551  5.90  A  0  428436.43
258796  18.48874  -80.2321  5.90  K  0  319534.15
147127  0.178575  -12.5792  5.90  K  0  46286.71
092531  1.598548  +17.4339  5.90  A  5  105623.12
223241  12.14821  -44.3264  5.90  A  2  488266.75
250055  7.980697  -60.8248  5.90  B  3  374333.17
061411  9.349808  +38.1883  5.90  F  2  457835.25
079861  8.015512  +25.3926  5.90  K  0  421403.50
101994  16.19131  +16.6656  5.90  A  0  417252.98
258271  1.632166  -82.9744  5.90  G  0  300993.50
179967  11.53780  -29.2636  5.90  G  0  539990.51
132994  6.231745  -3.74130  5.90  G  5  336487.73
098230  8.923031  +17.2318  5.90  N  B  473125.89
191554  23.00167  -25.1640  5.90  K  0  104513.85
118286  10.42083  +8.78483  5.90  M  0  557370.10
154745  8.920112  -18.2419  5.90  K  0  471961.60
240347  12.88447  -54.9523  5.90  K  0  446335.21
160708  17.63596  -10.9263  5.90  K  0  343300.15
186838  18.46375  -29.8168  5.90  G  0  302286.27
043787  11.50866  +43.1736  5.90  F  8  490768.34
029698  15.87120  +55.8268  5.90  K  0  386216.02
084543  16.69353  +26.9165  5.90  F  2  386645.74
212653  21.04080  -38.5304  5.90  K  0  201637.43
149251  3.921189  -12.0995  5.90  F  0  214505.62
011336  0.700980  +66.1471  5.90  G  5  239660.45
070362  20.68402  +32.3071  5.90  +  +  204810.75
022678  1.849200  +51.9333  5.90  F  5  204932.92
244678  17.38191  -58.0105  5.90  K  0  341624.86
092659  1.847766  +11.0439  5.90  F  0  106822.14
231364  22.94665  -47.9697  5.90  A  3  179610.89
257601  18.54874  -73.9661  5.90  K  2  315840.78
117959  9.870040  +2.45405  5.90  A  0  532679.57
042611  8.941800  +40.2011  5.90  F  2  439654.18
249978  7.828069  -66.1961  5.90  B  9  362563.05
044097  12.26874  +40.6604  5.90  K  5  501030.24
160701  17.62670  -15.5716  5.90  A  5  343415.68
043309  10.36953  +41.2291  5.90  F  5  479534.30
095352  6.191085  +13.6387  5.90  A  2  334027.53
146388  22.91970  -4.98777  5.90  G  5  60965.37
042612  8.947216  +45.6319  5.90  K  0  429052.60
189942  21.02920  -26.8813  5.90  A  2  181951.22
065512  16.73106  +34.0389  5.90  F  2  380446.58
052471  22.90193  +40.3779  5.90  K  2  155046.74
252054  12.85494  -60.3296  5.90  A  2  427893.89
020838  23.77683  +66.7829  5.90  B  3  240567.40
161587  18.54530  -14.8657  5.90  K  2  295543.15
165359  22.89136  -11.6168  5.90  B  9  72689.07
036874  1.048408  +41.3451  5.90  A  2  157416.96
240314  12.84942  -52.7870  5.90  A  3  454134.86
015520  11.48454  +61.7784  5.90  F  0  424592.84
063217  12.83629  +37.5179  5.90  A  2  506649.42
220703  8.965499  -48.5735  5.90  K  0  423435.45
154804  8.978859  -16.1327  5.90  G  0  476972.38
243509  16.26384  -57.9127  5.90  A  2  372553.53
078079  6.192306  +24.4201  5.90  K  0  333454.61
149299  3.991674  -12.5740  5.90  G  5  218409.86
198416  7.769548  -37.9339  5.90  B  8  398295.47
012095  2.047961  +64.9018  5.90  A  2  247009.22
198379  7.742823  -37.9437  5.90  B  8  397197.31
148170  2.049582  -15.3066  5.90  G  5  122422.82
067134  18.58706  +34.4574  5.90  B  5  297892.74
098673  9.617395  +16.4375  5.90  K  0  508047.20
070096  20.48905  +36.4547  5.90  A  0  218893.31
239074  11.44648  -53.1593  5.90  +  +  455009.13
194689  4.011294  -30.4906  5.90  A  0  232625.58
106172  20.50491  +10.8954  5.90  A  0  191576.49
244122  16.77251  -58.5030  5.90  B  3  358192.20
028017  11.43258  +55.8500  5.90  G  5  445401.25
244894  17.62429  -50.0598  5.90  K  0  337014.63
032627  20.49087  +56.0683  5.90  B  9  252716.96
187086  18.64810  -21.0510  5.90  G  5  291355.97
196503  6.117683  -34.3113  5.90  B  5  329248.67
145510  21.58823  -3.98312  5.90  K  0  130915.14
138873  12.61311  -5.83184  5.90  A  0  608843.09
129665  2.061268  -4.10357  5.90  K  0  112188.25
115813  7.693124  +3.62469  5.90  A  0  415232.81
031093  18.66468  +52.1965  5.90  B  9  302069.52
077201  5.487921  +25.1500  5.90  A  0  298983.00
015907  12.81095  +60.3197  5.90  F  5  428218.33
183972  15.96127  -20.9827  5.90  B  5  426100.15
102040  16.25794  +18.8086  5.90  K  0  412700.45
196483  6.090852  -35.5131  5.90  A  2  327993.56
022959  2.144574  +58.4231  5.90  A  2  229279.43
246820  21.00599  -51.2653  5.90  F  5  229306.03
217340  5.451465  -40.9435  5.90  A  2  301658.91
092822  2.177116  +19.5002  5.90  M  0  134907.46
093775  4.128333  +15.1624  5.90  F  0  226741.87
060257  7.670724  +38.3448  5.90  K  5  393851.08
044611  13.43791  +46.0283  5.90  K  0  468782.21
218841  7.612201  -48.8294  5.90  B  9  380321.22
007821  13.44917  +78.6437  5.90  G  5  361940.83
215831  2.24220  -41.1660  5.90  K  0  184273.28
041893  7.631644  +48.7735  5.90  A  3  381041.11
247544  22.68020  -57.4222  5.90  K  0  214418.41
115693  7.609632  +5.86172  5.90  F  8  410437.20
067324  18.74677  +37.5945  5.90  A  3  292126.49
082651  13.10622  +22.6164  5.90  M  B  547953.82
040840  6.084284  +42.9812  5.90  F  0  327329.52
254374  18.81056  -65.0774  5.90  A  3  305670.41
037986  2.380600  +41.3969  5.90  F  0  188906.98
177748  9.616716  -25.2965  5.90  K  0  493928.43
112406  5.089925  +1.17742  5.90  N  B  274866.46
174033  7.576345  -27.0123  5.90  K  0  399368.44
253362  15.98288  -65.0379  5.90  B  8  368199.69
047779  18.77028  +41.4410  5.90  B  9  292912.68
174019  7.571810  -23.4732  5.90  F  2  401484.98
171138  6.020318  -25.4170  5.90  A  0  324990.88
107195  21.51939  +12.1375  5.90  A  0  139915.59
092841  2.217589  +15.2790  6.00  K  5  130446.93
101429  15.20113  +18.9765  6.00  M  B  465257.73
159105  15.22197  -19.6478  6.00  A  2  463555.40
183285  15.23145  -26.1936  6.00  K  0  455420.35
139337  13.43655  -1.19246  6.00  A  3  570315.72
253082  15.27688  -60.9033  6.00  B  1  390762.13
063468  13.31780  +35.1276  6.00  A  5  505168.99
063462  13.30777  +34.0987  6.00  K  0  508545.32
140444  15.30725  -0.46157  6.00  K  5  469400.93
224000  13.24533  -48.9567  6.00  K  0  462474.93
240663  13.23661  -58.6838  6.00  K  0  430279.30
240655  13.22319  -50.7007  6.00  A  0  457036.18
252196  13.21356  -66.2260  6.00  A  0  405057.22
064652  15.35661  +31.3674  6.00  M  7  442849.70
063380  13.16756  +38.4987  6.00  F  0  497788.53
100436  13.15344  +10.0229  6.00  K  0  576295.99
240573  13.12726  -53.4592  6.00  B  9  449011.30
082650  13.10586  +21.1531  6.00  F  5  552077.86
253155  15.43745  -68.3093  6.00  K  0  371820.43
015962  13.02962  +63.6104  6.00  F  5  415322.61
