SAO_number  RA2000  Dec2000  Mag  Type1  Type2  Arcsec
215715  1.952785  -47.3858  4.70  G  5  193707.50
167532  2.074846  -29.2969  4.70  A  0  150141.70
147169  0.244006  -18.9324  4.70  M  0  69373.73
051904  22.35044  +46.5366  4.70  B  5  184813.95
055946  2.858586  +35.0593  4.70  K  5  191311.46
255929  2.841303  -75.0665  4.70  K  2  284648.10
110889  2.995254  +8.90739  4.70  B  5  164222.46
075871  3.339001  +29.0480  4.70  K  5  201165.95
145837  22.05524  -2.15531  4.70  B  5  105279.06
247287  22.05592  -56.7862  4.70  K  5  221121.55
038872  3.489479  +49.5086  4.70  B  5  239859.45
012916  3.825337  +65.5262  4.70  M  0  277544.58
005006  3.839316  +71.3328  4.70  A  0  288438.27
089940  21.73575  +28.7428  4.70  F  5  156053.40
169017  3.998732  -24.0161  4.70  A  0  226108.27
164520  21.61805  -19.4653  4.70  B  5  144214.04
258207  0.026646  -77.0658  4.70  K  0  277437.43
212636  21.02150  -32.2579  4.70  G  5  190925.65
050180  20.88740  +44.3870  4.70  B  3  218324.47
094201  4.914933  +10.1504  4.70  A  0  266348.30
112281  4.975791  +1.71411  4.70  K  0  268718.42
076920  5.051591  +21.5894  4.70  A  5  276446.88
246709  20.73390  -51.9210  4.70  F  0  238059.09
170327  5.340796  -21.2395  4.70  A  0  290842.79
112734  5.412443  +1.84631  4.70  B  3  292288.80
106274  20.58843  +14.6744  4.70  A  2  189581.14
112775  5.447280  +3.09565  4.70  B  2  294197.16
094628  5.536884  +18.5944  4.70  M  0  300303.13
132301  5.584071  -6.00203  4.70  B  1  301663.82
088428  20.26287  +27.8145  4.70  K  5  217462.67
018676  20.04696  +67.8737  4.70  K  0  284082.15
088071  20.01838  +27.7531  4.70  A  5  228609.63
132732  6.000925  -3.07416  4.70  K  0  324049.95
077911  6.065338  +20.1387  4.70  B  2  327312.41
151110  6.102596  -14.9356  4.70  A  0  329352.69
255619  23.99865  -65.5771  4.70  B  9  236077.71
013788  6.314115  +69.3197  4.70  A  0  329984.26
095659  6.424478  +14.7215  4.70  N  B  346166.01
188337  19.61176  -24.8836  4.70  B  9  245483.18
133316  6.480263  -7.03292  4.70  B  2  349738.28
114258  6.682968  +9.89562  4.70  O  E  360325.84
114428  6.797675  +2.41217  4.70  K  0  367035.79
036620  0.745423  +48.2841  4.70  B  2  177288.33
172520  6.892469  -20.2245  4.70  B  1  369171.95
096265  6.910746  +13.1778  4.70  F  0  371861.15
229513  19.13914  -40.4966  4.70  K  0  277520.60
128572  0.088922  -5.70751  4.70  K  0  21099.19
108638  23.48596  +12.7600  4.70  K  0  53555.21
173264  7.237541  -26.3522  4.70  B  5  383669.53
197824  7.305117  -36.7343  4.70  B  3  380076.77
142515  18.70454  -9.05259  4.70  F  0  286432.88
229111  18.55831  -42.3124  4.70  G  5  301738.80
161520  18.48663  -14.5655  4.70  A  3  298571.18
153942  8.187852  -12.9265  4.70  K  0  438790.57
186612  18.30081  -27.0428  4.70  K  5  309531.60
186328  18.13472  -28.4572  4.70  K  0  317604.42
123140  18.12176  +8.73394  4.70  G  5  317500.93
103285  18.00093  +16.7505  4.70  K  0  323950.70
080378  8.721431  +21.4683  4.70  A  0  458893.06
136221  8.727890  -7.23374  4.70  G  0  469887.51
185755  17.79261  -27.8304  4.70  +  +  333899.23
061254  9.108825  +38.4529  4.70  G  5  448926.16
014796  9.181969  +63.5130  4.70  +  +  393371.86
200163  9.262537  -37.4139  4.70  F  5  456443.68
253882  17.36659  -67.7706  4.70  K  2  336890.01
250653  9.655836  -61.3283  4.70  B  9  407138.85
177840  9.688054  -23.5917  4.70  B  2  500057.67
155713  10.08549  -13.0643  4.70  B  8  535251.70
160118  16.83059  -10.7839  4.70  F  5  385999.31
238295  10.64585  -59.1832  4.70  K  5  427371.15
141187  16.46333  -8.37178  4.70  A  2  406042.52
201927  10.94529  -37.1379  4.70  K  0  504303.02
118648  11.08368  +7.33609  4.70  F  0  592029.18
065254  16.36828  +30.8924  4.70  K  0  398973.67
251316  11.21009  -60.3175  4.70  F  5  428359.99
184221  16.20506  -27.9266  4.70  B  3  408899.69
251597  11.80401  -66.8140  4.70  K  5  407350.14
226466  16.05359  -49.2295  4.70  G  5  390871.49
223062  11.85237  -45.1730  4.70  K  0  485221.90
159607  15.96986  -14.2795  4.70  B  3  429902.42
183896  15.89357  -25.3275  4.70  B  3  425760.83
084019  15.82650  +26.0684  4.70  G  5  428204.50
226064  15.68649  -44.6611  4.70  F  5  409995.62
252016  12.76057  -60.9815  4.70  K  0  426213.74
206616  15.42220  -38.7332  4.70  A  0  429003.61
206580  15.38599  -36.8584  4.70  B  3  433388.48
064053  14.29991  +35.5090  4.80  K  0  475680.95
018396  19.53934  +69.6612  4.80  K  0  295796.23
043379  10.55385  +40.4253  4.80  A  5  486068.57
212874  21.29897  -32.1722  4.80  A  0  179809.28
088944  20.64202  +21.2011  4.80  A  0  192640.72
093975  4.509354  +16.1936  4.80  A  5  246860.33
225950  15.59813  -44.9589  4.80  B  3  412544.17
068637  19.65624  +30.1538  4.80  K  0  247309.53
094007  4.564132  +14.8441  4.80  A  5  249173.55
140609  15.56969  -10.0642  4.80  K  0  452904.45
240645  13.20485  -59.9200  4.80  B  8  426438.16
126593  21.17231  +10.1311  4.80  F  0  156180.20
240368  12.91080  -59.1467  4.80  B  3  431602.67
251269  11.10901  -62.4249  4.80  K  0  420366.72
121540  16.36785  +1.02904  4.80  F  0  412119.53
191651  23.11130  -23.7434  4.80  G  5  97339.24
226773  16.45304  -47.5555  4.80  B  5  379514.75
156110  10.62583  -13.3845  4.80  N  B  560100.92
043512  10.89963  +43.1893  4.80  A  0  483661.75
249225  5.229287  -67.1858  4.80  K  0  307955.52
062173  10.64538  +31.9763  4.80  G  0  513721.99
184329  16.34396  -24.1692  4.80  A  3  405131.52
062491  11.31889  +38.1852  4.80  A  2  506425.32
091611  23.96262  +25.1418  4.80  M  0  90530.19
177002  9.134131  -25.8580  4.80  K  5  472201.30
254823  20.59304  -60.5813  4.80  F  0  259330.90
168094  2.850633  -21.0040  4.80  K  0  168231.64
034628  22.62287  +51.5451  4.80  A  5  195892.47
236417  8.938721  -52.7239  4.80  B  5  413709.63
084155  16.03828  +22.8047  4.80  A  2  420946.74
231675  23.58460  -42.6151  4.80  A  2  154734.17
228257  17.67322  -49.4150  4.80  F  5  335472.12
209303  17.81952  -31.7031  4.80  B  8  332287.72
233822  5.091850  -57.4728  4.80  F  8  297808.52
056224  3.188160  +39.6117  4.80  K  0  211865.07
253088  15.29418  -63.6101  4.80  K  0  384511.57
014616  8.670255  +64.3277  4.80  K  0  382274.61
236106  8.588786  -58.0098  4.80  K  0  393846.83
138296  11.61135  -9.80220  4.80  B  9  606995.31
186061  17.99656  -23.8165  4.80  A  0  324170.48
123005  18.00438  +4.36852  4.80  B  3  323763.87
017281  16.93381  +65.1344  4.80  F  5  347949.95
188722  19.93069  -26.2990  4.80  G  5  231383.79
211767  20.05931  -37.9400  4.80  K  5  238019.10
012704  3.333159  +65.6521  4.80  B  3  268675.17
226500  16.10812  -45.1733  4.80  A  3  394472.90
057853  5.302965  +33.3715  4.80  K  0  292619.56
157844  13.30677  -18.3111  4.80  G  5  552329.20
239687  12.13477  -50.6610  4.80  B  5  465514.19
083203  14.17337  +25.0915  4.80  F  5  503010.66
117821  9.640915  +4.64929  4.80  K  0  519657.18
198957  8.224874  -35.8992  4.80  B  3  419261.24
241496  14.16526  -53.4398  4.80  K  0  432598.16
141586  17.27686  -0.44515  4.80  K  0  363048.22
239189  11.57932  -54.2640  4.80  B  8  451751.64
252240  13.28696  -66.7836  4.80  K  0  402629.13
250131  8.150181  -61.3020  4.80  F  5  377453.18
219501  8.158139  -47.3451  4.80  B  3  400576.28
024061  3.498575  +58.8784  4.80  A  0  257946.24
065921  17.29455  +37.2912  4.80  A  2  354243.55
142267  18.39431  -8.93431  4.80  G  5  302966.29
130528  3.510289  -5.07515  4.80  B  9  190171.92
248819  3.489644  -62.9370  4.80  F  5  265905.72
234359  6.171632  -54.9681  4.80  B  1  329319.17
089228  20.86888  +27.0964  4.80  G  5  189326.69
032114  19.92715  +52.4380  4.80  A  3  262301.73
144895  20.87750  -8.98333  4.80  A  3  170971.79
077184  5.460589  +21.9361  4.80  B  3  296993.01
075051  1.965487  +23.5968  4.80  A  5  133511.73
136895  9.485798  -2.76892  4.80  F  5  511922.03
219106  7.884376  -49.6136  4.80  B  3  388328.26
254273  18.52294  -62.2789  4.80  B  8  310897.02
069518  20.15711  +36.8399  4.80  B  2  232700.20
249066  4.612683  -62.0775  4.80  M  7  289524.72
139390  13.53272  -6.25575  4.80  M  0  562382.83
064948  15.85384  +35.6573  4.80  K  0  416340.49
174391  7.725655  -28.4115  4.80  K  5  405290.31
082273  12.37501  +25.8465  4.80  F  5  552923.22
210509  18.73878  -35.6421  4.80  B  3  291651.37
204944  13.88684  -31.9274  4.80  B  5  498073.13
110206  1.892595  +3.18751  4.80  K  0  102789.08
035938  23.97358  +51.3880  4.80  M  7  185002.75
092681  1.892171  +19.2932  4.80  A  0  121903.46
016199  13.85712  +64.7235  4.80  M  0  403845.50
092680  1.892161  +19.2956  4.80  A  0  121907.30
183854  15.84962  -25.7515  4.80  B  3  427430.11
057755  5.223808  +38.4847  4.80  A  3  291278.53
055289  2.141462  +37.8597  4.80  A  2  172930.58
033665  21.70154  +51.1897  4.80  B  3  212008.99
198064  7.511805  -30.9627  4.80  G  0  393498.94
173864  7.497612  -23.0241  4.80  A  3  398121.46
168925  3.895171  -24.6120  4.80  B  5  221670.55
031219  18.85334  +59.3883  4.80  K  0  300679.24
062038  10.43197  +33.7961  4.80  F  0  502698.72
164593  21.71097  -18.8664  4.80  G  5  139004.20
035879  23.90643  +57.4990  4.80  F  8  207037.54
088410  20.25440  +25.5918  4.80  B  3  215539.43
145537  21.62916  -7.85426  4.80  A  5  130705.64
248927  4.021728  -61.0782  4.80  K  5  274132.37
148445  2.534787  -15.2442  4.80  F  5  145910.85
041681  7.308860  +49.4649  4.80  A  2  369407.36
173360  7.276376  -27.8815  4.80  M  B  384667.13
173349  7.276876  -23.3157  4.80  K  5  387129.01
021855  0.944391  +59.1814  4.80  K  0  216773.86
148036  1.826418  -10.6861  4.80  F  0  105320.38
206889  15.71138  -34.7108  4.80  B  5  423427.28
082390  12.58081  +22.6290  4.80  A  0  561002.23
089752  21.49915  +23.6380  4.80  K  5  156214.84
041463  6.960309  +45.0946  4.80  A  2  360412.04
076532  4.287689  +20.5789  4.80  A  3  237819.59
006022  7.001101  +76.9774  4.80  K  5  336049.45
028843  13.67893  +54.6811  4.80  M  0  437561.05
027670  10.51049  +55.9802  4.80  F  5  436185.64
131700  5.023982  -7.17393  4.80  B  8  271716.68
257380  16.33912  -78.6954  4.80  M  3  341050.87
163468  20.34439  -12.7597  4.80  A  0  200969.44
255222  22.45553  -64.9667  4.80  B  9  241581.48
138892  12.65411  -7.99568  4.80  K  0  602524.41
203681  12.66451  -39.9879  4.80  B  8  500371.20
093907  4.401602  +17.4434  4.80  A  5  241886.52
191988  23.55467  -20.9141  4.80  A  0  78875.82
039409  4.248157  +40.4837  4.90  +  +  253159.92
217164  5.082773  -49.5776  4.90  K  5  292064.29
231265  22.72508  -41.4149  4.90  K  0  161577.33
040233  5.319014  +40.0999  4.90  G  0  295933.36
165252  22.72647  -18.8306  4.90  K  5  95666.61
247570  22.76055  -53.5004  4.90  K  0  200456.51
021489  0.529552  +54.5225  4.90  B  8  197687.35
118044  10.00359  +8.04426  4.90  M  0  536719.82
227375  16.89999  -42.3625  4.90  B  1  367613.73
141022  16.19990  -10.0647  4.90  A  2  419586.16
091792  0.243385  +20.2063  4.90  M  0  73872.98
125210  19.90410  +8.46149  4.90  K  0  222397.15
094054  4.654587  +15.9185  4.90  A  3  254247.15
095365  6.200910  +16.1303  4.90  B  3  334422.14
046305  16.82061  +45.9830  4.90  A  2  367884.18
249469  6.187501  -65.5897  4.90  M  B  328183.10
030076  16.75497  +56.7811  4.90  F  0  360371.72
015163  10.40215  +65.5665  4.90  A  0  403949.51
215428  1.253093  -45.5311  4.90  G  0  174451.58
238077  10.45674  -57.6386  4.90  F  5  430138.01
256722  10.50552  -71.9922  4.90  A  2  383778.94
256723  10.51726  -73.2212  4.90  K  5  379789.90
087813  19.85116  +22.6099  4.90  B  3  232300.11
102234  16.54342  +11.4885  4.90  K  5  401001.11
184301  16.30499  -28.6140  4.90  A  0  403710.19
184429  16.50344  -25.1156  4.90  B  3  396818.32
020554  23.31042  +68.1118  4.90  G  5  246546.84
037418  1.676320  +40.5775  4.90  B  8  167626.96
081736  11.25348  +23.0951  4.90  M  0  556081.15
159918  16.45038  -18.4569  4.90  B  3  403143.28
052649  23.06978  +50.0525  4.90  K  0  185234.69
253554  16.47456  -70.0840  4.90  G  0  351400.70
050456  21.11004  +47.6482  4.90  K  5  218401.12
191687  23.16526  -22.4574  4.90  +  +  91993.34
022397  1.565531  +59.2320  4.90  K  0  223265.01
035147  23.11024  +59.4196  4.90  B  1  217188.24
139033  12.90586  -9.53897  4.90  M  3  588418.73
120004  13.56882  +3.65896  4.90  A  2  562320.72
070203  20.56502  +35.2502  4.90  +  +  214066.28
049712  20.50096  +48.9515  4.90  B  3  239139.78
157946  13.45753  -15.9730  4.90  K  0  551362.56
225539  15.21370  -44.5000  4.90  B  3  426174.11
104990  19.57636  +19.7732  4.90  B  8  244172.33
045357  15.06311  +47.6546  4.90  G  0  424542.34
068447  19.52956  +34.4535  4.90  B  3  256500.40
021637  0.701080  +50.5124  4.90  B  3  184683.85
093935  4.443445  +14.7136  4.90  K  0  242857.28
063648  13.62438  +36.2949  4.90  F  0  494061.69
230644  21.34603  -40.8098  4.90  A  2  196018.61
240235  12.77290  -56.4898  4.90  B  3  441864.57
124628  19.44190  +0.33867  4.90  F  0  246135.23
087159  19.40219  +29.6216  4.90  B  3  258556.57
087136  19.38070  +26.2625  4.90  B  5  257430.76
025939  6.770594  +59.4414  4.90  A  2  345049.34
074544  1.190890  +21.0349  4.90  K  0  98392.74
039483  4.359201  +46.4980  4.90  B  3  264025.29
083624  15.03512  +25.0082  4.90  K  5  465882.74
147423  0.736494  -10.6098  4.90  K  0  54975.92
094359  5.161653  +15.5974  4.90  F  0  280422.42
187882  19.25902  -25.2569  4.90  F  5  262722.27
069773  20.29641  +38.0335  4.90  B  1  228754.49
218324  6.937782  -48.7215  4.90  M  0  357217.59
150064  4.998816  -12.5375  4.90  F  0  271254.63
090717  22.69591  +29.3078  4.90  A  0  125088.63
134106  7.048526  -4.23922  4.90  B  3  380461.68
216682  4.180711  -41.9934  4.90  F  0  252277.85
132411  5.648082  -7.21291  4.90  A  3  305147.19
197632  7.147528  -39.6552  4.90  B  3  371409.40
035478  23.50058  +58.5486  4.90  B  3  211851.58
016558  14.95978  +65.9327  4.90  M  3  384989.10
229461  19.05183  -42.0951  4.90  A  0  282093.80
218567  7.243939  -48.2711  4.90  B  8  368262.78
210781  18.97870  -37.1070  4.90  F  5  282021.29
230391  20.82476  -46.2264  4.90  K  5  223957.34
009283  18.90663  +71.2971  4.90  K  0  308433.47
173444  7.311208  -24.5584  4.90  O  E  388172.74
094759  5.688260  +16.5333  4.90  B  3  307863.61
019541  21.63201  +62.0816  4.90  B  2  243357.52
152776  7.370437  -19.0162  4.90  B  8  393797.96
012969  3.957047  +63.0728  4.90  B  9  275954.61
035947  23.98344  +55.7548  4.90  B  2  200719.09
031218  18.85330  +59.3887  4.90  K  0  300679.93
096952  7.496609  +12.0064  4.90  K  0  402955.92
050099  20.81564  +46.1146  4.90  B  2  224018.57
128186  23.44884  +1.25554  4.90  A  2  30099.65
010126  21.69861  +71.3112  4.90  K  0  268891.46
194551  3.809952  -37.6209  4.90  B  8  232394.48
086418  18.76791  +26.6626  4.90  K  0  286992.81
235336  7.594361  -52.5332  4.90  K  5  375393.70
060247  7.652764  +34.5843  4.90  F  0  396702.67
198253  7.657593  -38.3088  4.90  B  3  393352.98
254358  18.75743  -64.8711  4.90  A  2  306724.70
084037  15.85448  +20.9777  4.90  K  5  431364.87
194467  3.704141  -31.9380  4.90  B  5  220755.31
100053  12.34528  +17.7927  4.90  K  0  581371.71
094888  5.825818  +12.6518  4.90  B  9  314822.73
082659  13.11968  +27.6244  4.90  K  5  532864.10
030949  18.39845  +58.8004  4.90  A  2  312868.09
198636  7.961148  -30.3343  4.90  A  2  414296.22
019753  21.94422  +63.6252  4.90  M  2  243279.08
135380  8.020356  -1.39261  4.90  K  0  433063.53
246443  20.12318  -52.8808  4.90  M  0  257156.90
026687  8.140952  +51.5065  4.90  A  2  393561.29
123377  18.34771  +3.37715  4.90  G  5  305251.63
025450  5.914105  +55.7070  4.90  A  2  321386.69
038849  3.467526  +49.0627  4.90  B  5  238378.76
083488  14.72376  +26.5274  4.90  M  0  477318.50
196276  5.885244  -33.8011  4.90  B  5  318850.67
219569  8.190537  -42.9873  4.90  A  3  408180.82
127285  22.09462  +5.05853  4.90  K  5  104353.14
199118  8.356394  -33.0541  4.90  K  0  428417.04
058164  5.545460  +32.1928  4.90  B  1  303242.51
120339  14.20432  +2.40938  4.90  A  0  528683.77
219848  8.375448  -48.4909  4.90  B  2  405762.84
231707  23.63081  -45.4923  4.90  A  2  164716.62
056340  3.312161  +34.2225  4.90  K  0  207562.75
142050  18.05134  -8.18049  4.90  F  0  321253.92
130387  3.263894  -8.81973  4.90  A  3  178363.92
220138  8.578823  -49.9443  4.90  K  0  409379.23
228578  17.96328  -41.7163  4.90  M  0  325481.23
011444  0.884480  +61.1246  4.90  F  8  223070.75
004840  3.198977  +74.3937  4.90  A  2  286654.74
077775  5.966570  +25.9534  4.90  B  2  322377.23
220284  8.686966  -47.3173  4.90  A  3  417635.28
084152  16.02405  +29.8510  4.90  A  0  415436.38
129009  0.883472  -1.14432  4.90  K  0  47881.89
228466  17.83647  -40.0906  4.90  A  2  330756.47
050335  20.99716  +47.5209  4.90  B  0  221399.51
243279  16.05887  -57.7751  4.90  A  2  378139.11
231055  22.26020  -41.3468  4.90  G  0  171389.55
220561  8.842628  -46.5297  4.90  B  0  423996.44
008890  17.69894  +72.1480  4.90  F  5  328978.20
185660  17.72388  -21.6831  4.90  F  5  337856.00
251604  11.83232  -70.2250  4.90  G  5  395115.98
017576  17.61586  +68.7570  4.90  F  5  331504.83
101138  14.67875  +16.4182  4.90  A  0  493652.78
176697  8.925425  -27.6820  4.90  A  2  460320.52
029071  14.26948  +51.3679  4.90  A  5  436153.89
248644  2.759088  -67.6165  4.90  A  2  264236.71
256583  9.094010  -70.5387  4.90  B  3  374270.32
014788  9.173095  +67.1346  4.90  F  8  384025.94
090440  22.35539  +28.3301  4.90  B  8  132770.25
107854  22.35861  +12.2059  4.90  B  3  98315.08
185470  17.52359  -23.9623  4.90  A  0  347498.21
189986  21.07343  -19.8555  4.90  A  3  170400.02
127540  22.46435  +4.69558  4.90  K  0  84539.99
027191  9.269827  +54.0213  4.90  A  5  418822.98
204227  13.20083  -37.8036  4.90  G  5  499360.43
156869  11.74606  -18.3507  4.90  G  5  580576.87
155096  9.329554  -11.9743  4.90  G  5  498536.57
165134  22.51070  -10.6775  4.90  A  0  88706.75
177322  9.358220  -25.9650  4.90  M  0  481773.40
250544  9.349196  -62.4045  4.90  K  0  399095.38
251535  11.68151  -62.0898  4.90  G  0  424097.16
177374  9.386715  -28.8334  4.90  K  0  477920.87
177469  9.455105  -22.3436  4.90  K  0  491923.84
202695  11.67024  -34.7442  4.90  B  8  521815.87
028601  13.01212  +56.3660  4.90  F  0  440327.55
255247  22.55003  -61.9824  4.90  M  B  230874.05
148385  2.432490  -12.2909  4.90  A  0  137618.73
023319  2.427050  +50.2782  4.90  K  5  212569.83
215131  0.523604  -48.8037  4.90  A  2  177380.03
182483  14.38493  -27.7533  4.90  K  2  489198.86
072575  22.65435  +39.0508  4.90  O  E  155540.88
065108  16.14956  +36.4904  4.90  K  0  403158.60
069101  19.93109  +38.4861  4.90  B  3  243805.15
195721  5.291407  -34.8954  4.90  K  0  292675.24
102584  17.08962  +12.7400  4.90  A  3  371926.48
208377  17.08035  -34.1222  4.90  B  1  364982.71
003794  22.79136  +83.1535  5.00  K  0  300583.06
120601  14.69413  +8.16177  5.00  G  5  500081.14
223020  11.77520  -40.5004  5.00  G  5  501781.17
063623  13.57991  +37.1821  5.00  F  0  492648.35
206445  15.24370  -31.5195  5.00  F  0  447379.78
239145  11.52943  -59.4428  5.00  F  8  433086.44
159442  15.69911  -19.6788  5.00  K  5  440073.45
136768  9.341383  -9.55577  5.00  G  5  501042.78
188101  19.42120  -24.5088  5.00  A  5  254457.48
219422  8.111204  -45.2660  5.00  K  0  402065.38
251717  12.07208  -63.1653  5.00  B  3  420585.13
044519  13.22861  +40.1527  5.00  K  0  491326.60
021729  0.813902  +50.9685  5.00  B  9  187240.15
091019  23.11859  +25.4688  5.00  K  0  102568.33
137947  11.03040  -2.48454  5.00  M  0  594903.21
245834  18.97430  -52.9386  5.00  B  9  292510.23
197790  7.280406  -36.5925  5.00  B  3  379133.76
148528  2.659387  -11.8726  5.00  F  5  148807.71
132445  5.680722  -1.12895  5.00  B  3  306762.69
142838  18.95104  -5.84611  5.00  K  0  272917.46
151037  6.030666  -10.5984  5.00  B  8  325627.84
249451  6.117622  -62.1548  5.00  K  0  326966.39
094332  5.124170  +18.6448  5.00  G  0  279228.32
228708  18.11381  -43.4248  5.00  A  3  319535.66
151751  6.654632  -14.1459  5.00  K  0  358268.33
013973  6.849205  +67.5716  5.00  B  3  341372.28
224843  14.34519  -45.1876  5.00  F  0  450630.68
257041  13.41867  -74.8871  5.00  K  0  374615.15
256899  12.07960  -76.5192  5.00  K  5  372520.54
163614  20.48097  -17.8139  5.00  F  0  197436.81
030447  17.53625  +55.1845  5.00  A  5  338273.81
030450  17.53776  +55.1725  5.00  A  5  338231.25
118610  11.00938  +3.61746  5.00  K  0  592977.11
218093  6.643795  -48.2200  5.00  K  0  347101.32
085941  18.33837  +21.9619  5.00  K  5  307060.00
139951  14.47006  -2.22792  5.00  K  0  514411.40
229751  19.58692  -48.0997  5.00  K  0  267705.78
057475  4.877213  +36.7034  5.00  K  2  275645.28
178158  9.903417  -25.9325  5.00  K  0  504374.55
032085  19.88814  +57.5230  5.00  B  5  270868.73
177908  9.736702  -27.7699  5.00  F  5  493999.63
055793  2.704144  +40.1934  5.00  G  0  196299.88
014742  9.042416  +67.6290  5.00  M  0  380839.43
240666  13.23749  -59.1033  5.00  F  8  428865.13
105298  19.81634  +19.1429  5.00  A  2  231750.53
223900  13.10467  -48.4639  5.00  B  3  466061.98
069678  20.24229  +36.8065  5.00  A  0  229228.14
254835  20.62645  -61.5292  5.00  F  5  260599.16
218235  6.831827  -46.6142  5.00  F  2  354725.07
082314  12.44983  +26.8253  5.00  A  2  548639.88
203863  12.84479  -33.9996  5.00  A  0  518341.91
169981  5.023760  -20.0510  5.00  B  9  274543.79
223870  13.05923  -49.5274  5.00  A  0  463067.94
008470  16.29175  +75.7557  5.00  F  0  345990.88
147133  0.187747  -15.4672  5.00  F  5  56577.82
252224  13.25414  -67.8944  5.00  B  8  399122.85
111674  4.232330  +9.26371  5.00  G  5  229885.83
143600  19.61484  -7.02754  5.00  B  0  237494.81
037228  1.460925  +45.4068  5.00  F  5  177685.81
187445  18.91867  -22.6719  5.00  K  0  278293.18
031241  18.88710  +50.7087  5.00  G  5  293828.50
234854  7.014300  -51.4029  5.00  M  0  357922.10
207276  16.05667  -38.6026  5.00  B  5  404548.11
067835  19.12370  +32.5010  5.00  F  0  273038.68
239948  12.44210  -51.4506  5.00  B  3  461679.80
161964  18.91193  -15.6038  5.00  B  5  276602.00
133290  6.465983  -4.76217  5.00  B  3  349076.00
169997  5.036063  -26.2755  5.00  K  0  277424.56
022859  2.038362  +54.4873  5.00  B  8  215972.91
021832  0.916706  +58.9721  5.00  K  0  215839.50
160046  16.69289  -17.7424  5.00  K  0  391099.96
187426  18.90284  -22.7449  5.00  G  5  279101.98
090075  21.88432  +25.9259  5.00  B  3  144364.38
130806  3.904866  -2.95461  5.00  G  5  211030.10
140176  14.85020  -2.29900  5.00  K  0  493905.05
045590  15.52978  +40.8992  5.00  A  2  421540.09
079427  7.489002  +28.1186  5.00  A  2  394498.41
151093  6.083080  -16.4841  5.00  A  0  328302.06
119855  13.29349  +5.46994  5.00  M  0  575535.88
225825  15.49001  -46.7327  5.00  K  0  413099.54
041380  6.846094  +41.7810  5.00  K  0  357945.14
163141  19.96589  -15.4913  5.00  A  0  222058.18
141483  17.01769  -4.22263  5.00  K  0  376899.08
234169  5.848134  -52.1085  5.00  K  0  318964.34
212472  20.83276  -33.7796  5.00  K  0  201037.53
167882  2.564076  -28.2326  5.00  B  9  166966.49
056052  2.984355  +35.1834  5.00  K  0  196304.27
100211  12.69807  +10.2356  5.00  A  0  595430.01
220928  9.184552  -44.8675  5.00  B  5  437950.07
131270  4.531308  -0.04404  5.00  K  0  244690.35
017188  16.68195  +64.5895  5.00  K  0  354044.44
149789  4.648218  -12.1237  5.00  A  2  252700.71
091457  23.73314  +29.3619  5.00  K  0  106592.26
011751  1.432238  +68.1305  5.00  K  0  250989.19
188778  19.98254  -26.1955  5.00  G  5  228854.23
240161  12.69904  -59.6855  5.00  B  8  431122.93
250069  8.005567  -63.5679  5.00  B  3  370415.32
105878  20.23796  +15.1976  5.00  A  0  207901.52
110635  2.597901  +5.59323  5.00  G  5  141496.47
063793  13.86318  +34.4445  5.00  M  0  492338.45
036602  0.724474  +47.0242  5.00  A  5  172708.91
168452  3.306144  -22.5113  5.00  K  0  191569.50
068778  19.73792  +37.3543  5.00  K  0  250394.72
085957  18.35020  +28.8698  5.00  A  5  307440.84
003816  22.90682  +84.3464  5.00  K  5  304477.03
127839  22.92041  +8.81596  5.00  A  0  66170.49
153993  8.222202  -15.7882  5.00  G  5  438921.74
220540  8.829939  -45.3079  5.00  A  2  426018.64
037155  1.372344  +45.5287  5.00  K  0  176464.89
151283  6.262452  -13.7181  5.00  B  9  337767.71
165836  23.69608  -17.8163  5.00  G  0  66139.89
029727  15.96310  +54.7491  5.00  A  5  385417.61
093611  3.804527  +11.1433  5.00  B  3  207953.37
168836  3.794337  -23.8744  5.00  A  2  216197.16
079896  8.058632  +27.7941  5.00  K  0  421207.08
177866  9.704019  -23.9153  5.00  G  0  500149.63
100357  12.98209  +17.4095  5.00  M  0  566434.69
205899  14.74973  -35.1916  5.00  A  0  460484.71
028366  12.40045  +51.5625  5.00  K  0  461478.68
211782  20.07215  -32.0562  5.00  K  0  230589.93
017828  18.23164  +64.3973  5.00  F  5  318598.29
200159  9.260201  -38.5691  5.00  K  0  453960.90
123879  18.74729  +2.05994  5.00  B  5  283677.48
059128  6.476136  +30.4935  5.00  G  0  346140.48
134282  7.170469  -4.23712  5.00  K  0  387026.69
066943  18.40383  +39.5070  5.00  A  2  307187.59
049332  20.22163  +46.8151  5.00  A  2  244495.98
221998  10.37211  -41.6505  5.00  K  5  478343.86
024064  3.500054  +55.4516  5.00  A  2  251297.18
215739  2.028442  -44.7134  5.00  K  0  187957.04
025019  5.111289  +51.5971  5.00  F  0  294355.47
012038  1.933324  +68.6852  5.00  B  8  257266.63
215697  1.906110  -42.4971  5.00  B  9  178755.18
061578  9.584416  +39.6217  5.00  K  0  462283.48
077360  5.662297  +25.8970  5.00  B  3  307599.22
048718  19.68062  +45.5248  5.00  F  2  261497.26
133404  6.560529  -1.22026  5.00  B  3  354261.42
078524  6.586694  +28.0223  5.00  A  0  351942.68
064673  15.38675  +30.2877  5.00  G  0  443071.68
026474  7.716775  +58.7108  5.00  A  2  370947.67
192545  0.465483  -33.0076  5.00  M  B  121160.33
